LET THE FIGHT BEGIN!

--------------------------------------------------

--------------------------------------------------
Tournament Careful vs. Random finished. 
Player tournament scores: 
| Careful | Random |
| 1925.21 | 901.22 |

Tournament summary:
| Careful    | Random     | A | B | C |
| C/5.00 pts | A/4.53 pts       | 2  | 14 | 7  |
| A/0.00 pts | A/0.00 pts       | 1  | 15 | 8  |
| B/5.00 pts | C/5.00 pts       | 2  | 14 | 7  |
| C/4.99 pts | A/3.81 pts       | 1  | 15 | 6  |
| A/0.00 pts | A/0.00 pts       | 0  | 16 | 7  |
| B/5.00 pts | C/4.99 pts       | 1  | 15 | 6  |
| C/4.98 pts | A/2.31 pts       | 0  | 16 | 5  |
| A/0.00 pts | B/5.00 pts       | 0  | 15 | 6  |
| B/0.00 pts | B/0.00 pts       | 1  | 14 | 7  |
| C/4.99 pts | A/2.31 pts       | 0  | 15 | 6  |
| A/0.00 pts | A/0.00 pts       | 0  | 16 | 7  |
| B/5.00 pts | C/4.99 pts       | 1  | 15 | 6  |
| C/4.98 pts | A/2.31 pts       | 0  | 16 | 5  |
| A/0.00 pts | B/5.00 pts       | 0  | 15 | 6  |
| B/0.00 pts | B/0.00 pts       | 1  | 14 | 7  |
| C/4.99 pts | A/2.31 pts       | 0  | 15 | 6  |
| A/0.00 pts | A/0.00 pts       | 0  | 16 | 7  |
| B/5.00 pts | C/4.99 pts       | 1  | 15 | 6  |
| C/4.98 pts | A/2.31 pts       | 0  | 16 | 5  |
| A/0.00 pts | A/0.00 pts       | 0  | 17 | 6  |
| B/0.00 pts | B/0.00 pts       | 1  | 16 | 7  |
| C/4.99 pts | A/2.31 pts       | 0  | 17 | 6  |
| A/0.00 pts | B/5.00 pts       | 0  | 16 | 7  |
| B/0.00 pts | B/0.00 pts       | 1  | 15 | 8  |
| C/5.00 pts | A/2.31 pts       | 0  | 16 | 7  |
| A/0.00 pts | B/5.00 pts       | 0  | 15 | 8  |
| B/5.00 pts | C/5.00 pts       | 1  | 14 | 7  |
| C/4.99 pts | A/2.31 pts       | 0  | 15 | 6  |
| A/0.00 pts | B/5.00 pts       | 0  | 14 | 7  |
| B/5.00 pts | C/4.99 pts       | 1  | 13 | 6  |
| C/4.98 pts | A/2.31 pts       | 0  | 14 | 5  |
| A/0.00 pts | B/5.00 pts       | 0  | 13 | 6  |
| B/5.00 pts | C/4.98 pts       | 1  | 12 | 5  |
| C/0.00 pts | C/0.00 pts       | 2  | 13 | 4  |
| A/0.00 pts | A/0.00 pts       | 1  | 14 | 5  |
| B/5.00 pts | C/4.93 pts       | 2  | 13 | 4  |
| C/4.82 pts | A/3.81 pts       | 1  | 14 | 3  |
| A/2.31 pts | B/5.00 pts       | 0  | 13 | 4  |
| B/5.00 pts | C/4.82 pts       | 1  | 12 | 3  |
| C/0.00 pts | C/0.00 pts       | 2  | 13 | 2  |
| A/0.00 pts | A/0.00 pts       | 1  | 14 | 3  |
| B/5.00 pts | C/4.53 pts       | 2  | 13 | 2  |
| C/0.00 pts | C/0.00 pts       | 3  | 14 | 1  |
| A/0.00 pts | A/0.00 pts       | 2  | 15 | 2  |
| B/5.00 pts | C/3.81 pts       | 3  | 14 | 1  |
| C/0.00 pts | C/0.00 pts       | 4  | 15 | 0  |
| A/4.82 pts | B/5.00 pts       | 3  | 14 | 1  |
| B/5.00 pts | C/2.31 pts       | 4  | 13 | 0  |
| C/0.00 pts | C/0.00 pts       | 5  | 14 | 0  |
| A/0.00 pts | A/0.00 pts       | 4  | 15 | 1  |
| B/5.00 pts | C/2.31 pts       | 5  | 14 | 0  |
| C/0.00 pts | C/0.00 pts       | 6  | 15 | 0  |
| A/0.00 pts | A/0.00 pts       | 5  | 16 | 1  |
| B/0.00 pts | B/0.00 pts       | 6  | 15 | 2  |
| C/0.00 pts | C/0.00 pts       | 7  | 16 | 1  |
| A/0.00 pts | A/0.00 pts       | 6  | 17 | 2  |
| B/5.00 pts | C/3.81 pts       | 7  | 16 | 1  |
| C/0.00 pts | C/0.00 pts       | 8  | 17 | 0  |
| A/5.00 pts | B/5.00 pts       | 7  | 16 | 1  |
| B/5.00 pts | C/2.31 pts       | 8  | 15 | 0  |
| C/0.00 pts | C/0.00 pts       | 9  | 16 | 0  |
| A/0.00 pts | A/0.00 pts       | 8  | 17 | 1  |
| B/0.00 pts | B/0.00 pts       | 9  | 16 | 2  |
| C/0.00 pts | C/0.00 pts       | 10 | 17 | 1  |
| A/0.00 pts | A/0.00 pts       | 9  | 18 | 2  |
| B/0.00 pts | B/0.00 pts       | 10 | 17 | 3  |
| C/4.53 pts | A/5.00 pts       | 9  | 18 | 2  |
| A/5.00 pts | B/5.00 pts       | 8  | 17 | 3  |
| B/0.00 pts | B/0.00 pts       | 9  | 16 | 4  |
| C/0.00 pts | C/0.00 pts       | 10 | 17 | 3  |
| A/0.00 pts | A/0.00 pts       | 9  | 18 | 4  |
| B/5.00 pts | C/4.82 pts       | 10 | 17 | 3  |
| C/0.00 pts | C/0.00 pts       | 11 | 18 | 2  |
| A/0.00 pts | A/0.00 pts       | 10 | 19 | 3  |
| B/5.00 pts | C/4.53 pts       | 11 | 18 | 2  |
| C/3.81 pts | A/5.00 pts       | 10 | 19 | 1  |
| A/5.00 pts | B/5.00 pts       | 9  | 18 | 2  |
| B/0.00 pts | B/0.00 pts       | 10 | 17 | 3  |
| C/4.53 pts | A/5.00 pts       | 9  | 18 | 2  |
| A/0.00 pts | A/0.00 pts       | 8  | 19 | 3  |
| B/5.00 pts | C/4.53 pts       | 9  | 18 | 2  |
| C/3.81 pts | A/5.00 pts       | 8  | 19 | 1  |
| A/0.00 pts | A/0.00 pts       | 7  | 20 | 2  |
| B/5.00 pts | C/3.81 pts       | 8  | 19 | 1  |
| C/0.00 pts | C/0.00 pts       | 9  | 20 | 0  |
| A/0.00 pts | A/0.00 pts       | 8  | 21 | 1  |
| B/5.00 pts | C/2.31 pts       | 9  | 20 | 0  |
| C/0.00 pts | A/5.00 pts       | 8  | 21 | 0  |
| A/0.00 pts | A/0.00 pts       | 7  | 22 | 1  |
| B/5.00 pts | C/2.31 pts       | 8  | 21 | 0  |
| C/0.00 pts | A/5.00 pts       | 7  | 22 | 0  |
| A/4.99 pts | B/5.00 pts       | 6  | 21 | 1  |
| B/0.00 pts | B/0.00 pts       | 7  | 20 | 2  |
| C/0.00 pts | C/0.00 pts       | 8  | 21 | 1  |
| A/0.00 pts | A/0.00 pts       | 7  | 22 | 2  |
| B/5.00 pts | C/3.81 pts       | 8  | 21 | 1  |
| C/0.00 pts | C/0.00 pts       | 9  | 22 | 0  |
| A/0.00 pts | A/0.00 pts       | 8  | 23 | 1  |
| B/0.00 pts | B/0.00 pts       | 9  | 22 | 2  |
| C/0.00 pts | C/0.00 pts       | 10 | 23 | 1  |
| A/5.00 pts | B/5.00 pts       | 9  | 22 | 2  |
| B/0.00 pts | B/0.00 pts       | 10 | 21 | 3  |
| C/4.53 pts | A/5.00 pts       | 9  | 22 | 2  |
| A/0.00 pts | A/0.00 pts       | 8  | 23 | 3  |
| B/5.00 pts | C/4.53 pts       | 9  | 22 | 2  |
| C/3.81 pts | A/5.00 pts       | 8  | 23 | 1  |
| A/5.00 pts | B/5.00 pts       | 7  | 22 | 2  |
| B/5.00 pts | C/3.81 pts       | 8  | 21 | 1  |
| C/0.00 pts | C/0.00 pts       | 9  | 22 | 0  |
| A/5.00 pts | B/5.00 pts       | 8  | 21 | 1  |
| B/0.00 pts | B/0.00 pts       | 9  | 20 | 2  |
| C/0.00 pts | C/0.00 pts       | 10 | 21 | 1  |
| A/0.00 pts | A/0.00 pts       | 9  | 22 | 2  |
| B/0.00 pts | B/0.00 pts       | 10 | 21 | 3  |
| C/0.00 pts | C/0.00 pts       | 11 | 22 | 2  |
| A/0.00 pts | A/0.00 pts       | 10 | 23 | 3  |
| B/5.00 pts | C/4.53 pts       | 11 | 22 | 2  |
| C/0.00 pts | C/0.00 pts       | 12 | 23 | 1  |
| A/5.00 pts | B/5.00 pts       | 11 | 22 | 2  |
| B/5.00 pts | C/3.81 pts       | 12 | 21 | 1  |
| C/2.31 pts | A/5.00 pts       | 11 | 22 | 0  |
| A/5.00 pts | B/5.00 pts       | 10 | 21 | 1  |
| B/0.00 pts | B/0.00 pts       | 11 | 20 | 2  |
| C/0.00 pts | C/0.00 pts       | 12 | 21 | 1  |
| A/5.00 pts | B/5.00 pts       | 11 | 20 | 2  |
| B/0.00 pts | B/0.00 pts       | 12 | 19 | 3  |
| C/0.00 pts | C/0.00 pts       | 13 | 20 | 2  |
| A/0.00 pts | A/0.00 pts       | 12 | 21 | 3  |
| B/5.00 pts | C/4.53 pts       | 13 | 20 | 2  |
| C/0.00 pts | C/0.00 pts       | 14 | 21 | 1  |
| A/5.00 pts | B/5.00 pts       | 13 | 20 | 2  |
| B/5.00 pts | C/3.81 pts       | 14 | 19 | 1  |
| C/0.00 pts | C/0.00 pts       | 15 | 20 | 0  |
| A/0.00 pts | A/0.00 pts       | 14 | 21 | 1  |
| B/5.00 pts | C/2.31 pts       | 15 | 20 | 0  |
| C/0.00 pts | A/5.00 pts       | 14 | 21 | 0  |
| A/0.00 pts | A/0.00 pts       | 13 | 22 | 1  |
| B/0.00 pts | B/0.00 pts       | 14 | 21 | 2  |
| C/0.00 pts | C/0.00 pts       | 15 | 22 | 1  |
| A/5.00 pts | B/5.00 pts       | 14 | 21 | 2  |
| B/0.00 pts | B/0.00 pts       | 15 | 20 | 3  |
| C/0.00 pts | C/0.00 pts       | 16 | 21 | 2  |
| A/0.00 pts | A/0.00 pts       | 15 | 22 | 3  |
| B/0.00 pts | B/0.00 pts       | 16 | 21 | 4  |
| C/0.00 pts | C/0.00 pts       | 17 | 22 | 3  |
| A/5.00 pts | B/5.00 pts       | 16 | 21 | 4  |
| B/0.00 pts | B/0.00 pts       | 17 | 20 | 5  |
| C/4.93 pts | A/5.00 pts       | 16 | 21 | 4  |
| A/5.00 pts | B/5.00 pts       | 15 | 20 | 5  |
| B/0.00 pts | B/0.00 pts       | 16 | 19 | 6  |
| C/0.00 pts | C/0.00 pts       | 17 | 20 | 5  |
| A/5.00 pts | B/5.00 pts       | 16 | 19 | 6  |
| B/5.00 pts | C/4.98 pts       | 17 | 18 | 5  |
| C/4.93 pts | A/5.00 pts       | 16 | 19 | 4  |
| A/0.00 pts | A/0.00 pts       | 15 | 20 | 5  |
| B/0.00 pts | B/0.00 pts       | 16 | 19 | 6  |
| C/0.00 pts | C/0.00 pts       | 17 | 20 | 5  |
| A/0.00 pts | A/0.00 pts       | 16 | 21 | 6  |
| B/5.00 pts | C/4.98 pts       | 17 | 20 | 5  |
| C/4.93 pts | A/5.00 pts       | 16 | 21 | 4  |
| A/0.00 pts | A/0.00 pts       | 15 | 22 | 5  |
| B/5.00 pts | C/4.93 pts       | 16 | 21 | 4  |
| C/0.00 pts | C/0.00 pts       | 17 | 22 | 3  |
| A/5.00 pts | B/5.00 pts       | 16 | 21 | 4  |
| B/5.00 pts | C/4.82 pts       | 17 | 20 | 3  |
| C/0.00 pts | C/0.00 pts       | 18 | 21 | 2  |
| A/5.00 pts | B/5.00 pts       | 17 | 20 | 3  |
| B/0.00 pts | B/0.00 pts       | 18 | 19 | 4  |
| C/4.82 pts | A/5.00 pts       | 17 | 20 | 3  |
| A/0.00 pts | A/0.00 pts       | 16 | 21 | 4  |
| B/5.00 pts | C/4.82 pts       | 17 | 20 | 3  |
| C/4.53 pts | A/5.00 pts       | 16 | 21 | 2  |
| A/0.00 pts | A/0.00 pts       | 15 | 22 | 3  |
| B/5.00 pts | C/4.53 pts       | 16 | 21 | 2  |
| C/3.81 pts | A/5.00 pts       | 15 | 22 | 1  |
| A/5.00 pts | B/5.00 pts       | 14 | 21 | 2  |
| B/5.00 pts | C/3.81 pts       | 15 | 20 | 1  |
| C/0.00 pts | C/0.00 pts       | 16 | 21 | 0  |
| A/5.00 pts | B/5.00 pts       | 15 | 20 | 1  |
| B/0.00 pts | B/0.00 pts       | 16 | 19 | 2  |
| C/0.00 pts | C/0.00 pts       | 17 | 20 | 1  |
| A/5.00 pts | B/5.00 pts       | 16 | 19 | 2  |
| B/5.00 pts | C/3.81 pts       | 17 | 18 | 1  |
| C/2.31 pts | A/5.00 pts       | 16 | 19 | 0  |
| A/5.00 pts | B/5.00 pts       | 15 | 18 | 1  |
| B/5.00 pts | C/2.31 pts       | 16 | 17 | 0  |
| C/0.00 pts | A/5.00 pts       | 15 | 18 | 0  |
| A/0.00 pts | A/0.00 pts       | 14 | 19 | 1  |
| B/0.00 pts | B/0.00 pts       | 15 | 18 | 2  |
| C/0.00 pts | C/0.00 pts       | 16 | 19 | 1  |
| A/5.00 pts | B/5.00 pts       | 15 | 18 | 2  |
| B/5.00 pts | C/3.81 pts       | 16 | 17 | 1  |
| C/0.00 pts | C/0.00 pts       | 17 | 18 | 0  |
| A/0.00 pts | A/0.00 pts       | 16 | 19 | 1  |
| B/0.00 pts | B/0.00 pts       | 17 | 18 | 2  |
| C/0.00 pts | C/0.00 pts       | 18 | 19 | 1  |
| A/0.00 pts | A/0.00 pts       | 17 | 20 | 2  |
| B/0.00 pts | B/0.00 pts       | 18 | 19 | 3  |
| C/0.00 pts | C/0.00 pts       | 19 | 20 | 2  |
| A/0.00 pts | A/0.00 pts       | 18 | 21 | 3  |
| B/5.00 pts | C/4.53 pts       | 19 | 20 | 2  |
| C/0.00 pts | C/0.00 pts       | 20 | 21 | 1  |
| A/5.00 pts | B/5.00 pts       | 19 | 20 | 2  |
| B/5.00 pts | C/3.81 pts       | 20 | 19 | 1  |
| C/0.00 pts | C/0.00 pts       | 21 | 20 | 0  |
| A/5.00 pts | B/5.00 pts       | 20 | 19 | 1  |
| B/5.00 pts | C/2.31 pts       | 21 | 18 | 0  |
| C/0.00 pts | C/0.00 pts       | 22 | 19 | 0  |
| A/0.00 pts | A/0.00 pts       | 21 | 20 | 1  |
| B/0.00 pts | B/0.00 pts       | 22 | 19 | 2  |
| C/0.00 pts | C/0.00 pts       | 23 | 20 | 1  |
| A/0.00 pts | A/0.00 pts       | 22 | 21 | 2  |
| B/5.00 pts | C/3.81 pts       | 23 | 20 | 1  |
| C/2.31 pts | A/5.00 pts       | 22 | 21 | 0  |
| A/5.00 pts | B/5.00 pts       | 21 | 20 | 1  |
| B/5.00 pts | C/2.31 pts       | 22 | 19 | 0  |
| C/0.00 pts | A/5.00 pts       | 21 | 20 | 0  |
| A/0.00 pts | A/0.00 pts       | 20 | 21 | 1  |
| B/5.00 pts | C/2.31 pts       | 21 | 20 | 0  |
| C/0.00 pts | C/0.00 pts       | 22 | 21 | 0  |
| A/0.00 pts | A/0.00 pts       | 21 | 22 | 1  |
| B/5.00 pts | C/2.31 pts       | 22 | 21 | 0  |
| C/0.00 pts | A/5.00 pts       | 21 | 22 | 0  |
| A/0.00 pts | A/0.00 pts       | 20 | 23 | 1  |
| B/5.00 pts | C/2.31 pts       | 21 | 22 | 0  |
| C/0.00 pts | A/5.00 pts       | 20 | 23 | 0  |
| A/5.00 pts | B/5.00 pts       | 19 | 22 | 1  |
| B/0.00 pts | B/0.00 pts       | 20 | 21 | 2  |
| C/0.00 pts | C/0.00 pts       | 21 | 22 | 1  |
| A/5.00 pts | B/5.00 pts       | 20 | 21 | 2  |
| B/5.00 pts | C/3.81 pts       | 21 | 20 | 1  |
| C/2.31 pts | A/5.00 pts       | 20 | 21 | 0  |
| A/0.00 pts | A/0.00 pts       | 19 | 22 | 1  |
| B/0.00 pts | B/0.00 pts       | 20 | 21 | 2  |
| C/3.81 pts | A/5.00 pts       | 19 | 22 | 1  |
| A/5.00 pts | B/5.00 pts       | 18 | 21 | 2  |
| B/0.00 pts | B/0.00 pts       | 19 | 20 | 3  |
| C/4.53 pts | A/5.00 pts       | 18 | 21 | 2  |
| A/0.00 pts | A/0.00 pts       | 17 | 22 | 3  |
| B/5.00 pts | C/4.53 pts       | 18 | 21 | 2  |
| C/3.81 pts | A/5.00 pts       | 17 | 22 | 1  |
| A/0.00 pts | A/0.00 pts       | 16 | 23 | 2  |
| B/0.00 pts | B/0.00 pts       | 17 | 22 | 3  |
| C/4.53 pts | A/5.00 pts       | 16 | 23 | 2  |
| A/0.00 pts | A/0.00 pts       | 15 | 24 | 3  |
| B/0.00 pts | B/0.00 pts       | 16 | 23 | 4  |
| C/0.00 pts | C/0.00 pts       | 17 | 24 | 3  |
| A/5.00 pts | B/5.00 pts       | 16 | 23 | 4  |
| B/0.00 pts | B/0.00 pts       | 17 | 22 | 5  |
| C/4.93 pts | A/5.00 pts       | 16 | 23 | 4  |
| A/5.00 pts | B/5.00 pts       | 15 | 22 | 5  |
| B/0.00 pts | B/0.00 pts       | 16 | 21 | 6  |
| C/4.98 pts | A/5.00 pts       | 15 | 22 | 5  |
| A/5.00 pts | B/5.00 pts       | 14 | 21 | 6  |
| B/0.00 pts | B/0.00 pts       | 15 | 20 | 7  |
| C/0.00 pts | C/0.00 pts       | 16 | 21 | 6  |
| A/0.00 pts | A/0.00 pts       | 15 | 22 | 7  |
| B/5.00 pts | C/4.99 pts       | 16 | 21 | 6  |
| C/0.00 pts | C/0.00 pts       | 17 | 22 | 5  |
| A/5.00 pts | B/5.00 pts       | 16 | 21 | 6  |
| B/5.00 pts | C/4.98 pts       | 17 | 20 | 5  |
| C/0.00 pts | C/0.00 pts       | 18 | 21 | 4  |
| A/0.00 pts | A/0.00 pts       | 17 | 22 | 5  |
| B/5.00 pts | C/4.93 pts       | 18 | 21 | 4  |
| C/0.00 pts | C/0.00 pts       | 19 | 22 | 3  |
| A/5.00 pts | B/5.00 pts       | 18 | 21 | 4  |
| B/5.00 pts | C/4.82 pts       | 19 | 20 | 3  |
| C/0.00 pts | C/0.00 pts       | 20 | 21 | 2  |
| A/0.00 pts | A/0.00 pts       | 19 | 22 | 3  |
| B/5.00 pts | C/4.53 pts       | 20 | 21 | 2  |
| C/3.81 pts | A/5.00 pts       | 19 | 22 | 1  |
| A/5.00 pts | B/5.00 pts       | 18 | 21 | 2  |
| B/0.00 pts | B/0.00 pts       | 19 | 20 | 3  |
| C/4.53 pts | A/5.00 pts       | 18 | 21 | 2  |
| A/0.00 pts | A/0.00 pts       | 17 | 22 | 3  |
| B/0.00 pts | B/0.00 pts       | 18 | 21 | 4  |
| C/4.82 pts | A/5.00 pts       | 17 | 22 | 3  |
| A/5.00 pts | B/5.00 pts       | 16 | 21 | 4  |
| B/5.00 pts | C/4.82 pts       | 17 | 20 | 3  |
| C/4.53 pts | A/5.00 pts       | 16 | 21 | 2  |
| A/0.00 pts | A/0.00 pts       | 15 | 22 | 3  |
| B/0.00 pts | B/0.00 pts       | 16 | 21 | 4  |
| C/4.82 pts | A/5.00 pts       | 15 | 22 | 3  |
| A/0.00 pts | A/0.00 pts       | 14 | 23 | 4  |
| B/5.00 pts | C/4.82 pts       | 15 | 22 | 3  |
| C/4.53 pts | A/5.00 pts       | 14 | 23 | 2  |
| A/0.00 pts | A/0.00 pts       | 13 | 24 | 3  |
| B/5.00 pts | C/4.53 pts       | 14 | 23 | 2  |
| C/3.81 pts | A/5.00 pts       | 13 | 24 | 1  |
| A/0.00 pts | A/0.00 pts       | 12 | 25 | 2  |
| B/0.00 pts | B/0.00 pts       | 13 | 24 | 3  |
| C/4.53 pts | A/5.00 pts       | 12 | 25 | 2  |
| A/5.00 pts | B/5.00 pts       | 11 | 24 | 3  |
| B/0.00 pts | B/0.00 pts       | 12 | 23 | 4  |
| C/0.00 pts | C/0.00 pts       | 13 | 24 | 3  |
| A/0.00 pts | A/0.00 pts       | 12 | 25 | 4  |
| B/0.00 pts | B/0.00 pts       | 13 | 24 | 5  |
| C/0.00 pts | C/0.00 pts       | 14 | 25 | 4  |
| A/5.00 pts | B/5.00 pts       | 13 | 24 | 5  |
| B/0.00 pts | B/0.00 pts       | 14 | 23 | 6  |
| C/0.00 pts | C/0.00 pts       | 15 | 24 | 5  |
| A/0.00 pts | A/0.00 pts       | 14 | 25 | 6  |
| B/5.00 pts | C/4.98 pts       | 15 | 24 | 5  |
| C/0.00 pts | C/0.00 pts       | 16 | 25 | 4  |
| A/0.00 pts | A/0.00 pts       | 15 | 26 | 5  |
| B/5.00 pts | C/4.93 pts       | 16 | 25 | 4  |
| C/0.00 pts | C/0.00 pts       | 17 | 26 | 3  |
| A/0.00 pts | A/0.00 pts       | 16 | 27 | 4  |
| B/0.00 pts | B/0.00 pts       | 17 | 26 | 5  |
| C/0.00 pts | C/0.00 pts       | 18 | 27 | 4  |
| A/5.00 pts | B/5.00 pts       | 17 | 26 | 5  |
| B/5.00 pts | C/4.93 pts       | 18 | 25 | 4  |
| C/4.82 pts | A/5.00 pts       | 17 | 26 | 3  |
| A/5.00 pts | B/5.00 pts       | 16 | 25 | 4  |
| B/5.00 pts | C/4.82 pts       | 17 | 24 | 3  |
| C/4.53 pts | A/5.00 pts       | 16 | 25 | 2  |
| A/0.00 pts | A/0.00 pts       | 15 | 26 | 3  |
| B/5.00 pts | C/4.53 pts       | 16 | 25 | 2  |
| C/3.81 pts | A/5.00 pts       | 15 | 26 | 1  |
| A/0.00 pts | A/0.00 pts       | 14 | 27 | 2  |
| B/5.00 pts | C/3.81 pts       | 15 | 26 | 1  |
| C/2.31 pts | A/5.00 pts       | 14 | 27 | 0  |
| A/0.00 pts | A/0.00 pts       | 13 | 28 | 1  |
| B/5.00 pts | C/2.31 pts       | 14 | 27 | 0  |
| C/0.00 pts | C/0.00 pts       | 15 | 28 | 0  |
| A/0.00 pts | A/0.00 pts       | 14 | 29 | 1  |
| B/5.00 pts | C/2.31 pts       | 15 | 28 | 0  |
| C/0.00 pts | A/5.00 pts       | 14 | 29 | 0  |
| A/5.00 pts | B/5.00 pts       | 13 | 28 | 1  |
| B/5.00 pts | C/2.31 pts       | 14 | 27 | 0  |
| C/0.00 pts | A/5.00 pts       | 13 | 28 | 0  |
| A/0.00 pts | A/0.00 pts       | 12 | 29 | 1  |
| B/5.00 pts | C/2.31 pts       | 13 | 28 | 0  |
| C/0.00 pts | A/5.00 pts       | 12 | 29 | 0  |
| A/0.00 pts | A/0.00 pts       | 11 | 30 | 1  |
| B/5.00 pts | C/2.31 pts       | 12 | 29 | 0  |
| C/0.00 pts | C/0.00 pts       | 13 | 30 | 0  |
| A/5.00 pts | B/5.00 pts       | 12 | 29 | 1  |
| B/0.00 pts | B/0.00 pts       | 13 | 28 | 2  |
| C/0.00 pts | C/0.00 pts       | 14 | 29 | 1  |
| A/5.00 pts | B/5.00 pts       | 13 | 28 | 2  |
| B/5.00 pts | C/3.81 pts       | 14 | 27 | 1  |
| C/0.00 pts | C/0.00 pts       | 15 | 28 | 0  |
| A/5.00 pts | B/5.00 pts       | 14 | 27 | 1  |
| B/0.00 pts | B/0.00 pts       | 15 | 26 | 2  |
| C/0.00 pts | C/0.00 pts       | 16 | 27 | 1  |
| A/0.00 pts | A/0.00 pts       | 15 | 28 | 2  |
| B/5.00 pts | C/3.81 pts       | 16 | 27 | 1  |
| C/2.31 pts | A/5.00 pts       | 15 | 28 | 0  |
| A/0.00 pts | A/0.00 pts       | 14 | 29 | 1  |
| B/5.00 pts | C/2.31 pts       | 15 | 28 | 0  |
| C/0.00 pts | C/0.00 pts       | 16 | 29 | 0  |
| A/5.00 pts | B/5.00 pts       | 15 | 28 | 1  |
| B/0.00 pts | B/0.00 pts       | 16 | 27 | 2  |
| C/0.00 pts | C/0.00 pts       | 17 | 28 | 1  |
| A/0.00 pts | A/0.00 pts       | 16 | 29 | 2  |
| B/0.00 pts | B/0.00 pts       | 17 | 28 | 3  |
| C/0.00 pts | C/0.00 pts       | 18 | 29 | 2  |
| A/0.00 pts | A/0.00 pts       | 17 | 30 | 3  |
| B/5.00 pts | C/4.53 pts       | 18 | 29 | 2  |
| C/0.00 pts | C/0.00 pts       | 19 | 30 | 1  |
| A/5.00 pts | B/5.00 pts       | 18 | 29 | 2  |
| B/5.00 pts | C/3.81 pts       | 19 | 28 | 1  |
| C/0.00 pts | C/0.00 pts       | 20 | 29 | 0  |
| A/5.00 pts | B/5.00 pts       | 19 | 28 | 1  |
| B/0.00 pts | B/0.00 pts       | 20 | 27 | 2  |
| C/3.81 pts | A/5.00 pts       | 19 | 28 | 1  |
| A/5.00 pts | B/5.00 pts       | 18 | 27 | 2  |
| B/0.00 pts | B/0.00 pts       | 19 | 26 | 3  |
| C/4.53 pts | A/5.00 pts       | 18 | 27 | 2  |
| A/0.00 pts | A/0.00 pts       | 17 | 28 | 3  |
| B/5.00 pts | C/4.53 pts       | 18 | 27 | 2  |
| C/0.00 pts | C/0.00 pts       | 19 | 28 | 1  |
| A/5.00 pts | B/5.00 pts       | 18 | 27 | 2  |
| B/5.00 pts | C/3.81 pts       | 19 | 26 | 1  |
| C/0.00 pts | C/0.00 pts       | 20 | 27 | 0  |
| A/5.00 pts | B/5.00 pts       | 19 | 26 | 1  |
| B/5.00 pts | C/2.31 pts       | 20 | 25 | 0  |
| C/0.00 pts | C/0.00 pts       | 21 | 26 | 0  |
| A/5.00 pts | B/5.00 pts       | 20 | 25 | 1  |
| B/0.00 pts | B/0.00 pts       | 21 | 24 | 2  |
| C/0.00 pts | C/0.00 pts       | 22 | 25 | 1  |
| A/5.00 pts | B/5.00 pts       | 21 | 24 | 2  |
| B/0.00 pts | B/0.00 pts       | 22 | 23 | 3  |
| C/4.53 pts | A/5.00 pts       | 21 | 24 | 2  |
| A/5.00 pts | B/5.00 pts       | 20 | 23 | 3  |
| B/5.00 pts | C/4.53 pts       | 21 | 22 | 2  |
| C/0.00 pts | C/0.00 pts       | 22 | 23 | 1  |
| A/0.00 pts | A/0.00 pts       | 21 | 24 | 2  |
| B/0.00 pts | B/0.00 pts       | 22 | 23 | 3  |
| C/4.53 pts | A/5.00 pts       | 21 | 24 | 2  |
| A/5.00 pts | B/5.00 pts       | 20 | 23 | 3  |
| B/0.00 pts | B/0.00 pts       | 21 | 22 | 4  |
| C/4.82 pts | A/5.00 pts       | 20 | 23 | 3  |
| A/0.00 pts | A/0.00 pts       | 19 | 24 | 4  |
| B/5.00 pts | C/4.82 pts       | 20 | 23 | 3  |
| C/0.00 pts | C/0.00 pts       | 21 | 24 | 2  |
| A/5.00 pts | B/5.00 pts       | 20 | 23 | 3  |
| B/0.00 pts | B/0.00 pts       | 21 | 22 | 4  |
| C/0.00 pts | C/0.00 pts       | 22 | 23 | 3  |
| A/5.00 pts | B/5.00 pts       | 21 | 22 | 4  |
| B/0.00 pts | B/0.00 pts       | 22 | 21 | 5  |
| C/4.93 pts | A/5.00 pts       | 21 | 22 | 4  |
| A/5.00 pts | B/5.00 pts       | 20 | 21 | 5  |
| B/5.00 pts | C/4.93 pts       | 21 | 20 | 4  |
| C/4.82 pts | A/5.00 pts       | 20 | 21 | 3  |
| A/5.00 pts | B/5.00 pts       | 19 | 20 | 4  |
| B/0.00 pts | B/0.00 pts       | 20 | 19 | 5  |
| C/4.93 pts | A/5.00 pts       | 19 | 20 | 4  |
| A/5.00 pts | B/5.00 pts       | 18 | 19 | 5  |
| B/5.00 pts | C/4.93 pts       | 19 | 18 | 4  |
| C/0.00 pts | C/0.00 pts       | 20 | 19 | 3  |
| A/0.00 pts | A/0.00 pts       | 19 | 20 | 4  |
| B/5.00 pts | C/4.82 pts       | 20 | 19 | 3  |
| C/0.00 pts | C/0.00 pts       | 21 | 20 | 2  |
| A/0.00 pts | A/0.00 pts       | 20 | 21 | 3  |
| B/5.00 pts | C/4.53 pts       | 21 | 20 | 2  |
| C/3.81 pts | A/5.00 pts       | 20 | 21 | 1  |
| A/0.00 pts | A/0.00 pts       | 19 | 22 | 2  |
| B/5.00 pts | C/3.81 pts       | 20 | 21 | 1  |
